location_tag,raw_material
kabixi,lumber
yatsushiro,legumes
palghat,pepper
azok,clay
cazorla,fruit
gumushane,silver
manisa,cotton
mianzhu,wine
vartofta,livestock
lichiresti,horses
yekaterinovka,livestock
ras_ayn,wine
pajala,wild_game
njimi,alum
loket,coal
solingen,livestock
koochiching,lumber
nienburg,clay
reading,wheat
gloucester,iron
patia,goods_gold
ivrea,wheat
otrar,cotton
sur,pearls
bialogard,wheat
guanabo,fish
lauterbach,fruit
ash_shuara,wheat
st_vith,livestock
linyi,silk
bourem,livestock
waskaganish,fur
lieksa,wild_game
chain_chaitun,fish
jammu,wild_game
jaurua,lead
adare,salt
skahuukaawiat,wild_game
niagassola,lumber
cuneo,wheat
liguo,fish
viadineti,millet
tsel_tatli_dsha,wild_game
ganaraska,legumes
tongshan,legumes
caxa,cotton
tchafolonguta,fiber_crops
akkala,livestock
khameneh,wool
jingning,wheat
srebrenik,wheat
verdun_sur_garonne,saffron
usivka,wool
erachimo,wild_game
kuito,livestock
scqescilni,wild_game
changshi,alum
zharkol,lumber
azilal,lumber
lorena,beeswax
boojwiikwedong,lumber
wlodawa,fruit
naure,wild_game
bijar,horses
moma,fruit
austria_baden,clay
tigil,wild_game
nepepimmesipi,wild_game
oblivskaya,livestock
sansanne_mango,millet
dehram,cotton
jaluit_atoll,medicaments
ixtachichimecapan,livestock
khaplu,livestock
mirandola,wheat
sale,fish
turyinskiye_rudniki,fur
fuzhou_sichuan,pepper
tongue,clay
guan,livestock
dongliangting,millet
haya,coffee
katumbele,livestock
sandrakatsy,fish
plovdiv,horses
nixgu,legumes
bykovo,livestock
tankular,cotton
seacal,legumes
akbarpur,silk
tengapani,rice
shoma,beeswax
gooniyandi,fiber_crops
kytmanovo,lumber
urupampa,goods_gold
wascana,maize
jadliaura,millet
hollola,fish
nyamina,rice
le_faou,wheat
jinzhu,livestock
shanyin,millet
dithakong,tin
nguigmi,fish
dianbai,medicaments
taiping_ningguo,tea
kohi_safi,medicaments
kudu_kyuyol,fur
simav,lumber
uzice,tin
buxar,cotton
nyuu,beeswax
jaltenango,tobacco
opole,wheat
ganatchio,fruit
kirarutah,wild_game
hechi,wild_game
tipatikka,wild_game
sinclair,wild_game
luxian,wheat
tucho,lumber
dindigul,millet
hulu_labuk,beeswax
palisema,fruit
jucuru,fish
arasibo,copper
buzau,wine
saraburi,millet
coropo,lumber
khusf,livestock
ouvea_atoll,fruit
west_falkland,fish
chittor,millet
veoneohe,wild_game
boulaouane,beeswax
sihabi,fruit
araguari,fish
cochimi,fish
chabcha,livestock
godagari,elephants
lheidlit_en,fur
mamudju,lumber
linzhou,lumber
kisakaba,wild_game
kata_kuna,wool
chena,goods_gold
gunnedah,coal
bregenz,wool
madurai,silk
brahmapur,fiber_crops
baqubah,wool
ajanas,stone
brashk,wheat
kainan,wild_game
ksar_el_kaoua,horses
ruby,fur
karbala,fruit
sigmaringen,wild_game
mahagaon,livestock
larache,fish
masa_sud,millet
nyrob,salt
senja,fish
yo,fruit
hvolsvollur,wool
guanyang,stone
alkmaar,fish
jiyang,wheat
mecca,fruit
mora_cam,wild_game
qalat_bishah,fruit
proenca_nova,fiber_crops
ruxi,fish
belabo,elephants
anklam,livestock
ishtaboli,fiber_crops
chapaleufu,wild_game
hiki,horses
motupalli,iron
patzcuaro,lumber
tho_hoang,lumber
kazimah,livestock
bagh_malek,wheat
chongyang,tea
millerovo,millet
domodossola,goods_gold
peshawar,wheat
nicalaax,fish
chur,millet
mamull_mapu,salt
eschwege,salt
jucas,gems
macherla,livestock
koleeu,salt
buksunda,lead
parlakimidi,elephants
catalte,medicaments
yongming,livestock
west_shangana,livestock
kaltysyany,lumber
bolkhuny,wool
duolundu,wild_game
loree,lumber
gori_gori,legumes
yabro,fiber_crops
hongxian,livestock
juntura,lumber
tsalagi,lumber
kozuchow,fiber_crops
zhympity,livestock
bhera,cotton
luchuan_mangshi,lumber
porsanger,fish
daning_kuizhou,stone
tabriz,gems
dartang,wild_game
towarnehiooks,lumber
bishnupur,gems
xagal,millet
jinju,silk
bagagem,beeswax
olonets,sand
raraka_atoll,fish
zorita,wool
machakh,wild_game
kuchaky,lumber
pilda,millet
hlohovec,wheat
kalyazin,wild_game
kita_shikoku,legumes
massapequa,fish
yazd,silk
babadag,horses
ust_kuiga,tin
syuldyukar,fur
hajjiabad,iron
okeloussa,fiber_crops
ozuluama,salt
lalian,wheat
agw_aneq,fur
kontrand_ya,fur
pitchibourenik,fur
trgoviste_SER,iron
le_lude,livestock
apuka,ivory
mang_viet,saltpeter
daya,rice
ineseno,fish
ocana,livestock
elgygytgyn,wild_game
tatamagouche,fish
sambaliung,salt
vitoria,wheat
sampheling,wild_game
nggela,fish
yelou,millet
wintu,lumber
turukhansk,lumber
khoai_chau,rice
caracas,cocoa
lelbunmapu,potato
vanikoro,fish
nyala,millet
korgan,livestock
xinghua,rice
zolotonosha,clay
pronsk,livestock
kyaukse,cotton
sloviansk,horses
ozinki,horses
mashishing,iron
tauraba,fish
nnke,wild_game
tidee,fur
karangan,millet
bayaquitiri,copper
istanoz,clay
lodz,sand
amabe,tin
jeziarysca,livestock
kahayan,goods_gold
puyin,wheat
tetepisca,wild_game
laigle,wool
kenogamissi,lumber
kham_bahar,livestock
arroio,fish
metlika,clay
aliskerovo,fur
foumban,lumber
tsonentsiio,saltpeter
ica,maize
iskilip,fur
fuchi,pepper
chodrak,livestock
pambala,wild_game
sibumbong,fish
bland,lumber
kamensk,fur
east_aasax,livestock
nanpi,wheat
pungo_ndongo,millet
kostenets,wool
shuman,livestock
wilinggin,livestock
chauragarh,iron
nam_xuang,elephants
athlone,fruit
lappo,fur
potes,livestock
gizhiga,ivory
horodyshche,livestock
one,fish
hazelton,wild_game
nalli,rice
cambrai,wheat
aror,wheat
ketu,millet
arlal,livestock
novopskov,livestock
zouxian,horses
kwapa,cotton
nur,lumber
faenza,clay
thantlang,stone
ede,dyes
aragua,clay
gore,goods_gold
ansbach,wool
spas_na_kholmu,fur
yamur,livestock
karankawa,fish
hogohega,legumes
say,rice
mohacs,fish
hwangju,iron
dima,lumber
bolotnye,fur
jath,cotton
kayalyk,livestock
nizhnyaya_salda,fur
yegorshin_povytok,fur
qeydar,fiber_crops
kidutokado,lumber
kupang,fruit
leping_pingding,wool
budingen,wheat
suixian,rice
aranama,clay
fatezh,wool
bandafassi,millet
manassas,stone
kasukuak,fish
pimpu,lumber
mariinsk,fur
tlachco,silver
chehl_dokhtaran,fruit
chainouqua,beeswax
ganyushkino,wool
wapkawazioju,sand
nak_azdlit_en,clay
bolinao,salt
tonghai,wild_game
grass_creek,lumber
palmas,lumber
hatteras,salt
shantsa,fiber_crops
rongelap_atoll,lumber
bihariganj,millet
annecy,livestock
spalding,clay
boon_wurrung,millet
wielun,wool
gerger,lumber
kutsipiuti,wild_game
yilong,legumes
yavpe,wild_game
ruppin,medicaments
temirkhan_shura,clay
makulu,wild_game
dilzhee,fiber_crops
bodaybo,fur
nochu_ci,lumber
saint_quentin,legumes
inbatskoye,fish
kehsi,lumber
mabila,maize
burebasaga,lumber
tazirbu,wool
belle_isle,lumber
fimi,lumber
katen,beeswax
silandro,fur
molde,fish
bannu,cotton
mus,lumber
hopatcong,iron
suq_al_shuyukh,livestock
rapa_nui,fish
uruaitis,lumber
suena,fish
kufa,millet
bir_el_alter,millet
song_be,lumber
ar_ruwailiyyah,wheat
fuchuan_ningxia,coal
wipi,legumes
melamela,lumber
goksun,wool
prachen,wool
kopyshche,fiber_crops
naserpur,fruit
ul_ya,ivory
edzna,stone
weixian,livestock
assen,horses
fish_lake,wild_game
luan,rice
dang,millet
mendota,fruit
ust_ozernoye,iron
svyatoy_nos,livestock
wirameju,wild_game
funil,wild_game
hulin,legumes
guiratinga,legumes
bomoping,wild_game
karee,wild_game
sandomierz,horses
sagar,cotton
dikhu,wild_game
manica,lumber
irkineieva,fur
tionesta,lumber
zeila,incense
imilen,lumber
ngaliwuru,wild_game
phyu,cotton
guishan,cotton
sotkamo,fur
vidin,wheat
pol_dokhtar,beeswax
sawawaktodo,wild_game
valmiera,legumes
cagliari,salt
kaskaskia,maize
diphu,elephants
thala,iron
takden,livestock
great_zimbabwe,livestock
katende,wild_game
lanzo,livestock
guaynia,salt
aahkawirahkata,wild_game
fumin,lumber
sanok,salt
malapuram,incense
paka,sugar
missoula,wild_game
rovenki,legumes
camusu_aike,fish
tsedzong,livestock
aimangala,legumes
laon,wheat
taliepacana,lumber
aoudaghost,sand
bakhalal,wild_game
altamura,olives
halaban,horses
astara,rice
guanamacabibes,tobacco
ometepec,fish
emei,saltpeter
penointikara,lumber
pachina,fiber_crops
nyachukha,lumber
anyuan_dingnan,tea
wapocomo,fur
sanana,fruit
feldkirchen,millet
kasembe,lumber
ambositra,stone
diria,fish
lemhi,wild_game
hulu_kapuas,goods_gold
antetikala,fish
kasimov,legumes
evian,livestock
windsor,wild_game
ksar_el_boukhari,olives
thalner,cotton
roanoke,legumes
warsaw,wheat
vijes,lumber
jixi,medicaments
itakangapyra,legumes
burayevo,fur
cochem,wine
djenne,cotton
cartagena,wheat
oradea,wheat
przemysl_moscow,livestock
stuttgart,horses
jiangle,fur
lyubno,wool
topia,fiber_crops
ribemont,wheat
wana,stone
kooinkill,millet
madi_yuanling,lumber
bairab,wild_game
harmancik,wild_game
phuktal,livestock
jaguarao,legumes
landsberg,livestock
yoowetum,gems
zwickau,coal
suwannaphum,millet
arun,lumber
tokoto,stone
yuktali,fur
ratlam,livestock
rijal_almaa,fruit
aban,lumber
barkdiz,fruit
xalacinco,fiber_crops
noptinte,fiber_crops
zhigu,rice
kota_kapur,tin
navalucillos,livestock
aim_mocoylek,wild_game
brezina,cotton
bayyu,wild_game
ciechanow,millet
zhavklant_khairkhan,livestock
pasaman,fish
baronsk,livestock
abrahamtelke,saltpeter
inyanshashawatpa,wild_game
paraibuna,lumber
ujae_atoll,fish
katsushika,rice
lakhimpur,fruit
tevsh_uul,salt
kyaiyesisahtai,wild_game
urubici,fiber_crops
pinggu,fruit
larantuka,incense
aumale,salt
nalyuchi,beeswax
hanyin,lumber
oleshia,wool
ciguayo,amber
aju,beeswax
guochuan,lumber
opishnya,fiber_crops
muyua,fruit
bayamo,fish
pichan,beeswax
roviana,fruit
tede,cotton
ekwan,fish
komsa,wild_game
villapalacios,legumes
wadadli,fish
onnekotan,fish
dai_man,legumes
dzilam,maize
hissar,legumes
teshio,fish
baluba,clay
kitanakagawa,livestock
turuum,livestock
tufarqan,wheat
shigony,fiber_crops
barru,lumber
rivne,livestock
kiradu,sand
huysiyn,livestock
marsciano,livestock
dhufar,incense
medenine,olives
pervomayskoye,fur
barawa,livestock
numaniyyah,livestock
kuzinde,wild_game
kahpota,lumber
bassa,sand
srem,wheat
mae_hong_son,amber
pingle,livestock
qujiang_guangan,livestock
shitara,rice
yongjia,alum
al_tib,wheat
smara,sand
okhtyrka,horses
karditsa,wheat
banteay_chhmar,millet
tyerrernotepanner,fish
el_mahalla,cotton
akinka_nup,lumber
bahramchah,marble
vydritsa,clay
ormara,sugar
meru,millet
norrkoping,wool
sunkoshi,stone
kamitsisit,fish
miltenberg,wheat
xingguo,horses
irodo,fish
namur,iron
bakhmut,salt
ladiz,wool
kpalime,millet
neuse,cotton
longchuan,fur
ash_shibahah,fruit
vora,livestock
ulnia,lumber
aguacadiba,beeswax
levanger,wool
covasna,alum
gagi,wine
waumandee,fur
nanling,copper
lleida,fruit
bolshie_krugovichi,clay
bolo,livestock
saint_flour,fur
karkala,sugar
qidong,wheat
imola,fiber_crops
yecla_de_yeltes,livestock
amiq,fish
sadhaura,lumber
ust_sysola,lumber
kuchugunnur,lumber
tanjungpuri,coal
mancheng,livestock
nana_kandungu,lumber
sangcharak,wool
khalfut,fish
veria,cotton
naco,cocoa
samhwa,medicaments
kagianagami,lumber
sao_sebastiao,fish
barahrah,wheat
marayaarmiut,wild_game
amol_turkmenabad,cotton
nalinggele,wild_game
winisk,lumber
floda,lumber
otaez,silver
funchal,sugar
anjuj_river,wild_game
zambrow,millet
geochang,legumes
nizhny_novgorod,copper
papa,wild_game
xinjian,rice
abadan,wheat
unazigmit,ivory
tak_elam,wild_game
virovitica,stone
badis,olives
neemannee,lumber
batan,pearls
starominskaya,millet
arauca,wild_game
bestyakh,fur
chunan,lumber
medak,rice
mongkawng,gems
agawa,lumber
koliskoj,copper
muang_jam,lumber
lindesnes,wool
onnikisisaahtaayi,wild_game
notsuke,livestock
al_muazzam,horses
cetatea_balta,wild_game
huambos,stone
zurich,wheat
nouamghar,fish
santa_eufemia,tin
armizonskoye,fur
mahan,sand
guba,goods_gold
yalingkuo,wild_game
nganyaywana,fiber_crops
samye,livestock
damala,fish
riga,livestock
bilanga,fiber_crops
vaxjo,lumber
dumbi,lumber
ecija,wheat
putao,lumber
goianas,fruit
varto,stone
koi,medicaments
warangal,iron
thoire,livestock
kanchanaburi,millet
luapula,lumber
yongshan,lumber
libonta,livestock
nizhneudinsk,fur
beesowuunenno,wild_game
durun,fruit
cihuatlan,fruit
zakho,millet
mahres,olives
diaomen,lumber
kolchugino,lumber
sassandra,lumber
krasnoslobodsk,livestock
kungsbacka,fish
mugi,lumber
yangirabod,livestock
tama,rice
waahukaahaanu,wild_game
sirnak,lumber
jianzhou,clay
yahi,wild_game
gazrin_chuluu,livestock
nekemte,coffee
kirkuk,fruit
campagna,wheat
horstmar,stone
matabichuan,fur
ust_kishert,iron
dargol,millet
san_pedro,fish
shima,pearls
pangani,rice
sukhumi,fish
bareilly,elephants
dmanisi,iron
bi_pi,tin
rishton,mercury
tashigang,livestock
sershul,livestock
temir_baba,fish
yunnan,rice
pursat,marble
gryfia_gora,sand
utumaala,fish
urodan,goods_gold
brno,wine
laishui,wheat
tulsa,maize
anhayca,fish
lingwu,livestock
loimola,lumber
erbach_swabia,clay
jaunpur,elephants
gulya,fur
kami_shikoku,rice
deou,livestock
quivira,maize
amot,lumber
or_qapi,salt
bernburg,livestock
pasvalys,lumber
takla,fur
curu_leufvu,fish
mithankot,cotton
krebedje,lumber
nordhordland,fish
yoshiki_suou,stone
wagiman,lumber
goba,fiber_crops
raghdan,wheat
west_gogo,sand
woppaburra,livestock
churapcha,wild_game
ust_kabyrza,iron
kazari,livestock
naju,rice
pegnitz,wool
sacheon,copper
denkanikottai,livestock
naraan_chilaun,horses
kamniga,lumber
el_milia,fish
jishi,millet
abo,wheat
khawr_baraka,livestock
sudogda,lumber
hahawakpa,clay
aashbiliihkupe,lumber
alura,lumber
antananarivo,lumber
paliac,cocoa
sanga_kongo,livestock
ariguani,stone
mikasa,coal
khamir,fruit
zula_michoacan,maize
djilor,millet
urasoe,salt
yolombo,goods_gold
tere,cotton
zwolle,millet
buckingham,wheat
novopavlovsk,stone
abakasnk,lumber
dhrangadhra,cotton
lubaczow,legumes
matano,millet
dehua,clay
ceduna,wild_game
shravanabelagola,millet
arvidsjaur,lumber
cutzalan,sand
cavan,horses
kawthaung,lumber
biala_podlaska,wool
tsilalanarivo,wild_game
thasos,marble
arapgir,wool
kehaukee,wild_game
edappaly,dyes
kaifu,fish
rukai,fur
aydhab,fish
aribinda,ivory
yexian,livestock
malanji,wild_game
nata,sand
choctawhatchee,sand
fulda,stone
eregli_kar,iron
balkh,incense
quanning,millet
tokchen,salt
dakky,wild_game
cauquen,clay
limeuil,wool
cubao,clay
trongsa,lumber
wied,wool
lisino,wheat
sumsky_posad,livestock
ammoscongon,lumber
dromahair,livestock
gergeri,tin
veekuhane,stone
al_kharabah,fruit
pulai,stone
ruyang,gems
dorogobuzh,wheat
ingombe_ilede,ivory
yaroslavl,wild_game
wushan,lumber
pyshchug,wild_game
verkhnyaya_sinyachikha,fur
bijagarh,stone
xiurong,horses
alxa,livestock
nenlhet,fruit
belye_kresty,fur
ktenia,wool
kaynar,livestock
bakhanay,fish
talacogon,rice
zhanhe,horses
s_ezzaja,horses
edessa,copper
weilheim,lumber
bizhbulyak,wheat
segur,livestock
komshecheh,wool
mojenga,ivory
adakli,iron
arua,lumber
qasr_al_qaba,wheat
athenry,fiber_crops
kamodika,wild_game
baqqa,wheat
yoberrore,millet
hiroo,fish
kuranakh,iron
tula_ark,fiber_crops
tarifa,fish
nagarando,fruit
faqus,fiber_crops
luokong,rice
berber,fruit
touba,medicaments
nito,fiber_crops
nyamwezi,ivory
xianyang,wheat
eskil,clay
fugu,millet
targu_bengai,livestock
alcazar_de_san_juan,saltpeter
wailwan,clay
zhaohua,fish
qerri,ivory
ehdacho,fish
joinville,wheat
pangwa,lumber
linjiang_jurchen,lumber
baoan_dongguan,rice
kourim,legumes
maralbexi,fruit
saumur,wine
wazirabad,saltpeter
nandagiri,millet
suq_al_ghinan,fruit
samarkand,silk
amoltepec,copper
lycksele,lumber
sayun,fruit
nagagami,lumber
boeny,rice
daun,lead
diaboudior,rice
lichuan,fur
uanaman,lumber
suket,lumber
muang_ngao,rice
pove,livestock
shajwa,legumes
thebes,silk
zhalong,medicaments
sybaatayy,wild_game
bilokorovychi,iron
forcados,fish
ploermel,livestock
miritiba,beeswax
duhok,livestock
menageesenog,fish
karangpurru,wild_game
itzamkanac,cotton
akhsisek,millet
piren,maize
pishagar,clay
wikipoq,lumber
mandu,cotton
meinersen,clay
chandrapur,lumber
calvas,maize
lysufjord,fish
mispec,fish
piletisipuk,fur
rimavska_sobota,copper
alcoy,lumber
inebolu,fish
yenecamu,dyes
shahbazpur,elephants
saint_etienne,iron
goslar,silver
huarochiri,potato
brioude,stone
kiis_gwaay,fish
ollo,beeswax
thanlyin,fish
tessawa,wild_game
des_nedhe,fish
sinkyone,fish
yuracare,lumber
al_quway,sand
balla_arat,coal
danilovka,livestock
sitges,wheat
guachoyo,legumes
bomokandi,lumber
yodzocahi,dyes
medveda,lead
kanibonzon,legumes
hit,legumes
teyas,wild_game
tohickon,fruit
qusqu,potato
yichuan,wheat
dirkou,alum
issoudun,fruit
vaska,fur
abarkuh,cotton
turkestan,livestock
nemptu,fur
st_at_imcets,fur
volgsjo,wild_game
ts_il_kaz_koh,fur
lankou,lumber
ganjam,salt
soras,potato
andranosoa,fruit
lagos,fish
vaslui,livestock
podosinovets,lumber
mahatittha,pearls
sao_luis_do_paraitinga,lumber
renhua,tea
agsu,legumes
vijayanagar,cotton
shuihu,rice
drama,millet
kuzhbal,medicaments
choigan,lumber
afso,horses
gusau,rice
najama,livestock
mura,medicaments
albacete,fruit
khategaon,millet
cullahill,fiber_crops
grachevka,livestock
zuun_garyn_gobi,livestock
lupungu,ivory
girin_ula,cotton
pai_tavytera,lumber
konde,fish
yanhe,rice
wetwin,lumber
batang_tabir,lumber
yacupipizote,gems
jiangyin,rice
rangiroa_atoll,lumber
lacane,wild_game
rakitnya,fiber_crops
karasjok,wild_game
olenitsa,fish
panina_ticutta,wild_game
ventadour,livestock
dengfeng,livestock
chiang_mai,livestock
gualeguay,cotton
ohrid,fish
dawande,fiber_crops
narino,salt
tikehau_atoll,fruit
weenhayek,maize
nicosia_cyp,wine
tekro,salt
piatra_lui_craciun,stone
raikot,cotton
alchan,fur
mahaxay,elephants
namjan,livestock
matsigame,legumes
dibang,lumber
katiola,clay
san_vicente_barquera,millet
qidaban,millet
yutai,fish
meshchovsk,wild_game
megiscane,wild_game
ponte_nova,wild_game
bitche,wild_game
revny,fiber_crops
medina,fruit
kyoto,rice
songzhou_songzhou,livestock
ahlat,silk
katha,rice
olenda,livestock
ningguta,rice
rho,livestock
scatacook,fruit
meaux,medicaments
cittaducale,wool
korhogo,livestock
pohogwe,wild_game
aruja,lumber
tifu,lumber
yalutorovsk,fur
marin_balluk,stone
weyanock,fruit
hlynne,clay
tutova,wheat
raritan,maize
pikunwijimapu,maize
ialophaybo,copper
lanxi,rice
anomansah,fish
emba,livestock
bovino,legumes
sahoyue,fur
znojmo,wool
unda,fish
dassa_zoume,rice
mankessim,livestock
msinja,sand
atargan,wild_game
kothagudem,saltpeter
akonolinga,lumber
tombigbee,lumber
massanza,livestock
oltu,gems
bitburg,fur
cantilan,rice
kisimani_mafia,fish
bla,livestock
kalapang,fish
gungabula,wild_game
tongdi,livestock
guaviare,lumber
thung_samrit,livestock
nagar,wool
kcewite,fish
leiyang,fiber_crops
damar,fruit
garreh,livestock
conewago,iron
tunanmarca,livestock
takaichi,rice
kalahandinagara,rice
almenara,beeswax
hulu_kinabatangan,legumes
nunu,wild_game
niuwu,lumber
sehore,cotton
bayreuth,goods_gold
sukhothai,rice
kasihta,lumber
huamanpata,copper
demmin,legumes
djabuganjdji,lumber
vila_vicosa,marble
qianlong,livestock
yunca,lumber
bielska_sloboda,wool
banua_lawas,lumber
cherdyn,salt
castellon_ampurias,fish
mahitahi,lumber
samauma,fish
shuluun_khoboot_tsagaan,livestock
kluczbork,lumber
naumburg,millet
talitsa_yelets,fiber_crops
fishguard,wool
shangxi,livestock
mekoryuq,ivory
kellollampu,potato
kandas,fish
rao,lumber
suzu,salt
mahnahwoonan,fish
cerocahui,beeswax
yangabad,wool
dioumara,wool
moloka_i,legumes
minduso,livestock
quiaghtena,fiber_crops
sguuxs,medicaments
banikoara,cotton
west_yao,stone
beeskow,fish
lukow,wild_game
anacostia,tobacco
sira,livestock
tandil,salt
mankon,lead
jefferson,wild_game
espe,wheat
jiading,wheat
yeniseysk,fur
levoca,silver
herrera,livestock
ternopil,wheat
ovaherero,gems
bateke_kongo,lumber
balaghat,iron
okanagan,wild_game
larnaca,silk
mansoura,sugar
ranyah,wheat
jalesar_doab,dyes
sabalgarh,stone
chengshan,fish
mat_chau,lumber
esquatak,fruit
atanagunypacam,salt
sulusaray,livestock
ogoowe_kongo,medicaments
kissi_loc,iron
majuro_atoll,fish
ulakh,fur
adham,wheat
hinthada,rice
lysva,copper
jashpur_nagar,lead
saluzzo,fruit
dzagyal,wild_game
sorin_nuur,wool
zintan,wool
hot,lumber
osby,clay
o_ahu,fish
suran,livestock
ensisheim,wheat
mtsensk,wheat
arakaiu,lumber
khachimcher,fur
huolin,fish
maiwand,livestock
chiavenna,lumber
mussombo,lumber
tchokana,wild_game
lienz,wheat
tolga,fruit
namibe,fish
kifumaji,lumber
uren,wild_game
hamelin,horses
vindeln,wild_game
krems,legumes
ngongoa_moelo,lumber
balrampur,millet
pataxo,salt
quchan,fruit
wenan,fiber_crops
kayal,salt
umgungundlovu,livestock
malindi,salt
arkvaz,lumber
gwangju,legumes
ostrov,copper
toniato,fiber_crops
epinal,wild_game
aleshtar,wheat
luyang,rice
xelahuh,chili
san_antonio_patrulha,medicaments
lambo,livestock
tekouch,olives
timaru,wild_game
kundar,wheat
bor_tur,saltpeter
pagwachuan,wild_game
manoninerina,rice
hoh_xil,clay
malgara,beeswax
soma,lumber
sindagi,legumes
cairiani,cocoa
waitangi,fish
durbe,fiber_crops
wull_wull,coal
kemah,livestock
tolmin,mercury
tonala_coatzacoalco,cocoa
stepan,clay
xochitepec,lumber
alfenas,clay
macomer,wool
zhangxian,salt
wanqiu,wheat
inotonniicaah,wild_game
angastaco,goods_gold
macenta,rice
berleburg,stone
ayr,lumber
apoquitaua,lumber
tlaxomulco,maize
lad_konin,livestock
bahama,cotton
yurba,wild_game
akaray,lumber
kuot,fish
ivdel,fur
auch,legumes
samos,salt
isfara,millet
rudbar_sistan,livestock
mobile,clay
gayiri,wild_game
wara_kham,wild_game
hargan,tin
waskada,legumes
ngisonyoka,livestock
kupka,fur
maranjab,clay
cirebon,clay
sindkedh,wild_game
bakairi,fiber_crops
eumseong,rice
calli,lumber
bochuan,legumes
innurmin,ivory
unju,silk
yongchang_yongchang,gems
tonekabon,sugar
kobyle,sand
fushui,livestock
